,price,description,locations,titles,target,labelled,websites
9338,799000.0,purchase this property for little 2144 per month down alternatively 3022 per month with just down beautiful and bright home located desirable detail ,oshawa durham region,       house for sale oshawa durham region gorgeous bedroom detached home with basement apartment 1593925692 gorgeous bedroom detached home with basement apartment  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/oshawa-durham-region/gorgeous-3-1-bedroom-detached-home-with-basement-apartment/1593925692
9339,998000.0,unbelievable income property for sale the mixed use development suitable for many us not miss this opportunity three main floor retail store apartment the storage high ceiling storage detail ,city toronto,       commercial office space for sale city toronto income property lots usages for sale 1593872878 income property lots usages for sale  ,houses,0,https:/www.kijiji.ca/v-commercial-office-space-for-sale/city-of-toronto/income-property-lots-of-usages-for-sale/1593872878
9340,899000.0,gorgeous fairview detached home with walkout basement apartment for sale 1948 ✅renovated top bottom ✅gorgeous living room fireplace ✅ bedroom plus bath ✅walk out basement kitchen detail ,mississauga peel region,       house for sale mississauga peel region gorgeous fairview detached home with walkout basement apartment 1593744801 gorgeous fairview detached home with walkout basement apartment  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/gorgeous-fairview-detached-home-with-walkout-basement-apartment/1593744801
9341,362000.0,renovated very bright home unique and modern layout prestigious prime minute walk famous stonebridge elementary school and top pierre elliott trudeau school for the high detail ,markham york region   ,       house for sale markham york region markham home for sale with apartment 1593691417 markham home for sale with apartment  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/markham-york-region/markham-home-for-sale-with-apartment/1593691417
9342,499000.0,stately executive home located desirable westbrook richmond hill top ranking school open concept bdrm family home bright kitchen with sunny exposure walk out spacious private detail ,markham york region   ,       house for sale markham york region richmond hill home for sale with apartment 1593668089 richmond hill home for sale with apartment  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/markham-york-region/richmond-hill-home-for-sale-with-apartment/1593668089
9343,459900.0,this luxurious loft style exposed concrete one bedroom plus den unit prime ottawa center town sure impress 500 monthly property tax 872 2021 detail ,      ottawa    date posted 2021   ,       condo for sale ottawa condo apartment for sale ottawa central 1593616382 condo apartment for sale ottawa central  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/ottawa/condo-apartment-for-sale-in-ottawa-central/1593616382
9344,999000.0,corner lot prime commercial residential perfect for builder investor proposed unit story apartment building with parking space bdc h13 zoning provides for detail ,      london    date posted 2021   ,       land for sale london land for sale 1593611968 land for sale  ,houses,0,https:/www.kijiji.ca/v-land-for-sale/london/land-for-sale/1593611968
9345,849900.0,outstanding investment opportunity growing bradford renovated updated semi seperate unit down large spacious main level featuring bdrms open cncpt living dining updated detail ,markham york region   ,       house for sale markham york region house for sale with apartment holland collings ave 1593542359 house for sale with apartment holland collings ave  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/markham-york-region/house-for-sale-with-apartment-holland-st-w-collings-ave/1593542359
9346,549999.0,price 549 999 1736 spectacular forest hill renovated bedroom oversized apartment offering over 830 incredible space this unit look into the tree view and overlook the quiet side detail ,city toronto,       condo for sale city toronto bed condo for sale bathurst 1593526330 bed condo for sale @ bathurst  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/1-bed-condo-for-sale-bathurst-st/1593526330
9347,995000.0,stunning spacious the heart paimerston victorian detached home brick stone massive front porch high ceiling corner property address main floor renovated high end finish detail ,city toronto,       house for sale city toronto toronto house for sale with apartment 1593518187 toronto house for sale with apartment  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/city-of-toronto/toronto-house-for-sale-with-apartment/1593518187
9348,788000.0,this your chance own one the most sought after street kleinburg fantastic 59x173ft premium corner lot right the village quick walk coffee ice cream shop restaurant detail ,mississauga peel region,       house for sale mississauga peel region vaughan home for sale with apartment 1593517149 vaughan home for sale with apartment  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/vaughan-home-for-sale-with-apartment/1593517149
9349,549000.0,code 7358 great opportunity own immaculate bedroom suite located desirable hurontario community feature spacious living room dining area with high cathedral ceiling and walkout detail ,mississauga peel region,       condo for sale mississauga peel region spacious condo apartment for sale mississauga 7358 1593510697 spacious condo apartment for sale mississauga 7358  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/spacious-condo-apartment-for-sale-in-mississauga-ca-7358/1593510697
9350,499000.0,studio apartment located the heart downtown ceiling with lake view hardwood floor throughout convenience doorstep union station air canada centre rogers centre financial detail ,city toronto,       condo for sale city toronto studio condo for sale 1593495845 studio condo for sale  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/studio-condo-for-sale/1593495845
9351,390000.0,freehold updated building with three residential apartment plus main floor commercial and residential space fully renovated top bottom excellent income stream excellent and coming detail ,city toronto,       house for sale city toronto toronto for sale with rental space davenport and symington 1593494799 toronto for sale with rental space davenport and symington  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/city-of-toronto/toronto-for-sale-with-rental-space-davenport-and-symington/1593494799
9352,849000.0,don look any further this gorgeous large home offer everything you are looking for open above entrance premium pie shaped walk out lot quiet high demand ceiling detail ,markham york region   ,       house for sale markham york region vaughan home for sale with apartment 1593469013 vaughan home for sale with apartment  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/markham-york-region/vaughan-home-for-sale-with-apartment/1593469013
9353,349900.0,beautiful bedroom full bath apartment with million dollar view solarium facing the pond and green area appliance suit laundry indoor garage and locker close all amenity school detail ,      ottawa    date posted 2021   ,       condo for sale ottawa apartment close southgate for sale 1593438634 apartment close southgate for sale  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/ottawa/apartment-close-to-southgate-for-sale/1593438634
9354,999900.0,amazing opportunity own stunning turn key income property queen west live live off the income this executive luxury rental these perfectly finished suite have been built detail ,city toronto,       house for sale city toronto crawford queen home for sale with apartment 1593424326 crawford queen home for sale with apartment  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/city-of-toronto/crawford-queen-home-for-sale-with-apartment/1593424326
9355,449900.0,code 7357 rarely offered affordable freshly painted 1150 sqft bed condo oversized balcony overlooking toronto mississauga walking distance literally everything beautiful newer detail ,mississauga peel region,       condo for sale mississauga peel region spacious condo apartment for sale mississauga 7357 1593340884 spacious condo apartment for sale mississauga 7357  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/spacious-condo-apartment-for-sale-in-mississauga-ca-7357/1593340884
9356,170000.0,323 main street 3rd floor apartment two bedroom kitchen living room picture are current shown tenant moving out hence box pic selling for 170 000 condo fee 480 hot water heater detail ,      ottawa    date posted 2021   ,       condo for sale ottawa merrickville apt for sale 1593264397 merrickville apt for sale  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/ottawa/merrickville-apt-for-sale/1593264397
9357,399000.0,stunning modern renovated applewood home for sale separate entrance basement apartment 1938 ✅renovated top bottom permit ✅modern kitchen quartz counter ✅hardwood floor potlights detail ,mississauga peel region,       house for sale mississauga peel region renovated applewood home forsale sep entrance bsmt apartment 1593028349 renovated applewood home forsale sep entrance bsmt apartment  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/renovated-applewood-home-forsale-w-sep-entrance-bsmt-apartment/1593028349
9358,549800.0,absolutely gorgeous bedroom full bath condo located excellent one the largest unit the building with high ceiling ensuite laundry freshly painted ready move open detail ,mississauga peel region,       condo for sale mississauga peel region condo apartment for sale mississauga 1592962594 condo apartment for sale mississauga  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/condo-apartment-for-sale-in-mississauga/1592962594
9359,749900.0,the britt interior amenity design reminiscent british style lanterra featuring elegant condominium hotel like lobby grand staircase year toronto prime downtown core detail ,city toronto,       condo for sale city toronto condo apartment for sale toronto 1592961838 condo apartment for sale toronto  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/condo-apartment-for-sale-in-toronto/1592961838
9360,649000.0,look further beautiful bedroom corner unit with large window and bath popular station condo great opportunity for investor family perfect great view detail ,city toronto,       condo for sale city toronto condo apartment for sale toronto 1592961607 condo apartment for sale toronto  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/condo-apartment-for-sale-in-toronto/1592961607
9361,499900.0,price 499 900 1578 stunning condo apartment prime etobicoke virtually brand new building unit feature contemporary finish floor ceiling window with incredible view detail ,city toronto,       condo for sale city toronto etobicoke  bdrm condo unit for sale 1592943027 etobicoke  bdrm condo unit for sale  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/etobicoke-location-1-bdrm-condo-unit-for-sale/1592943027
9362,499900.0,this solid brick building feature two newly renovated apartment unit the first floor presently rented for 500 bed 1800 bed monthly high exposure variety store parking space detail ,      hamilton    date posted 2021   ,       commercial office space for sale hamilton commercial building for sale 1592932155 commercial building for sale  ,houses,0,https:/www.kijiji.ca/v-commercial-office-space-for-sale/hamilton/commercial-building-for-sale/1592932155
9363,699000.0,spacious bed den 783 sqft boutique style bline condo exclusive alderwood area laminate flooring thru out smooth ceiling breathtaking condo luxury finish close detail ,mississauga peel region,       condo for sale mississauga peel region condo apartment for sale toronto 1592929749 condo apartment for sale toronto  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/condo-apartment-for-sale-in-toronto/1592929749
9364,550000.0,beatifully renovated bright spacious corner unit step finch west subway station close york university and all other amenity modern semi open concept kitchen detail ,city toronto,       condo for sale city toronto condo apartment for sale toronto 1592924994 condo apartment for sale toronto  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/condo-apartment-for-sale-in-toronto/1592924994
9365,599000.0,welcome home indigo condo situated adjacent maple station minute from highway 400 close school park public transit new cortelluci hospital vaughan mill much more this detail ,markham york region   ,       condo for sale markham york region condo apartment for sale vaughan 1592923153 condo apartment for sale vaughan  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/markham-york-region/condo-apartment-for-sale-in-vaughan/1592923153
9366,429900.0,very spacious and impressive bedroom washroom family size condo apartment renovated kitchen stainless steel fridge stove and dishwasher excellent floor plan huge sun filled large living detail ,mississauga peel region,       condo for sale mississauga peel region condo apartment for sale toronto 1592919559 condo apartment for sale toronto  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/condo-apartment-for-sale-in-toronto/1592919559
9367,549800.0,code 7356 absolutely gorgeous bedroom full bath condo located excellent one the largest unit the building with high ceiling ensuite laundry freshly painted ready detail ,mississauga peel region,       condo for sale mississauga peel region beautiful condo apartment for sale mississauga 7356 1592918884 beautiful condo apartment for sale mississauga 7356  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/beautiful-condo-apartment-for-sale-in-mississauga-ca-7356/1592918884
9368,499000.0,spacious and gorgeous tridel built condo 2bath parking step stc mall centennial college high school hospital park station hwy 401 404 more the building detail ,city toronto,       condo for sale city toronto condo apartment for sale toronto 1592827978 condo apartment for sale toronto  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/condo-apartment-for-sale-in-toronto/1592827978
9369,599000.0,gorgeous newly renovated low rise condo unit located the heart vaughan 773 ceiling beautifully appointed throughout executive ambria condominium residence upgraded kitchen detail ,mississauga peel region,       condo for sale mississauga peel region condo apartment for sale vaughan 1592827807 condo apartment for sale vaughan  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/condo-apartment-for-sale-in-vaughan/1592827807
9370,510000.0,luxury tridel condo prime with million dollar amenity see feature sheet attached all inclusive low maintenance fee amazing floor plan large window built murphy bed double ward detail ,city toronto,       condo for sale city toronto condo apartment for sale toronto 1592813492 condo apartment for sale toronto  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/condo-apartment-for-sale-in-toronto/1592813492
9371,720000.0,spacious and bright bedroom condo apartment located the heart mississauga large upgraded open concept kitchen backsplash granite countertop with dining bar living with enclosed detail ,mississauga peel region,       condo for sale mississauga peel region condo apartment for sale mississauga 1592806288 condo apartment for sale mississauga  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/condo-apartment-for-sale-in-mississauga/1592806288
9372,999000.0,price 999 000 2986 month @ interest rate with down payment lower down payment option also available – approved credit fully renovated bed modern layout bath passed detail ,oshawa durham region,       house for sale oshawa durham region renovated the max bdrm with bsmt apartment 1592798307 ✨renovated the max bdrm with bsmt apartment  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/oshawa-durham-region/renovated-to-the-max-3-1-bdrm-with-bsmt-apartment/1592798307
9373,399000.0,stunning modern renovated home with separate entrance basement apartment for sale fairview mississauga 1937 ✅open concept and functional layout ✅luxury renovated top bottom ✅separate detail ,mississauga peel region,       house for sale mississauga peel region stunning modern home separate entrance basement apt for sale 1592759437 stunning modern home separate entrance basement apt for sale  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/stunning-modern-home-w-separate-entrance-basement-apt-for-sale/1592759437
9374,549000.0,code 5264 spacious and open concept layout bedroom den the prestigious pinnacle amber condo beautifully finished kitchen with under mount sink granite countertop appliance detail ,mississauga peel region,       condo for sale mississauga peel region alluring condo apartment for sale mississauga 5264 1592651466 alluring condo apartment for sale mississauga 5264  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/alluring-condo-apartment-for-sale-in-mississauga-ca-5264/1592651466
9375,530000.0,code 5263 rare opportunity this bedroom den solarium washroom open concept suite feature spacious and sun filled room with great panoramic view modernly updated kitchen quartz detail ,mississauga peel region,       condo for sale mississauga peel region spacious condo apartment for sale mississauga 5263 1592650114 spacious condo apartment for sale mississauga 5263  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/spacious-condo-apartment-for-sale-in-mississauga-ca-5263/1592650114
9376,850000.0,bdr unit apts george also bay car wash with bdr apts each building it own title sold together separately but ’ 250 716 6864 can sold detail ,oakville halton region,       house for sale oakville halton region apartment building sale 1592627521 apartment building sale  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/oakville-halton-region/apartment-building-4-sale/1592627521
9377,527900.0,code 5262 spectacular unobstructed balcony view open concept practical layout with lot natural light large balcony generous bedroom modern kitchen ceiling min oakville detail ,oakville halton region,       condo for sale oakville halton region spacious condo apartment for sale oakville 5262 1592623424 spacious condo apartment for sale oakville 5262  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/oakville-halton-region/spacious-condo-apartment-for-sale-in-oakville-ca-5262/1592623424
9378,489900.0,code 5261 your search end here design style and elegance it best absolute show stopper attention all first time home buyer and investor stunning condo the heart brampton detail ,mississauga peel region,       condo for sale mississauga peel region spacious condo apartment for sale brampton 5261 1592613083 spacious condo apartment for sale brampton 5261  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/spacious-condo-apartment-for-sale-in-brampton-ca-5261/1592613083
9380,499000.0,beautiful spacious and well maintained bedroom full bathroom unit overlooking humber river and the golf course open concept with huge balcony master detail ,city toronto,       condo for sale city toronto condo apartment for sale toronto 1592542107 condo apartment for sale toronto  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/condo-apartment-for-sale-in-toronto/1592542107
9381,735000.0,welcome daniel ny2 boutique building rarely offered bedroom bath corner unit high floor with fantastic view floor ceiling window with huge balcony enjoy your morning detail ,city toronto,       condo for sale city toronto condo apartment for sale toronto 1592536623 condo apartment for sale toronto  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/condo-apartment-for-sale-in-toronto/1592536623
9382,699000.0,welcome mansion humberwood big bdrms full washrms end unit view condo great connected all major city gta master bedrm 4pc ensuite other bedrms with detail ,mississauga peel region,       condo for sale mississauga peel region condo apartment for sale toronto 1592527688 condo apartment for sale toronto  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/condo-apartment-for-sale-in-toronto/1592527688
9383,429900.0,perfect for first time home buyer and investor excellent close all amenity easy access hwy 401 427 bedroom washroom maintenance fee included cable too very low detail ,mississauga peel region,       condo for sale mississauga peel region condo apartment for sale etobicoke 1592525271 condo apartment for sale etobicoke  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/condo-apartment-for-sale-in-etobicoke/1592525271
9384,689900.0,⭐new listing the elite team⭐ gorgeous city centre bedroom condo for sale with great view 1931 ✅great building amenity and le than year old ✅laminate flrs thru out 9ft ceiling detail ,mississauga peel region,       condo for sale mississauga peel region gorgeous city centre bedroom condo apartment for sale 1592472633 gorgeous city centre bedroom condo apartment for sale  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/gorgeous-city-centre-2-bedroom-condo-apartment-for-sale/1592472633
9386,500000.0,experienced real estate investor looking expand existing income producing real estate portfolio able quickly close any property under 500 000 willing consider detail ,      ottawa    date posted 2021   ,       house for sale ottawa seeking multi family properties 1488804472 seeking multi family properties  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/ottawa/seeking-multi-family-properties/1488804472
9387,619900.0,well built all brick steel roof unit investment opportunity built 1958 with four bedroom unit and one bedroom unit located private acre treed property five tenant parking detail ,      brockville    date posted 2021   ,       house for sale brockville unit apartment building for sale 1592388053 unit apartment building for sale  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/brockville/5-unit-apartment-building-for-sale/1592388053
9388,550000.0,price 550 000 1736 spectacular high floor apartment bright vibrant and open concept living layout intentionally set create natural practical warm and homely flow the apartment you detail ,markham york region   ,       condo for sale markham york region bdrm for sale markham 1592266498 bdrm for sale markham  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/markham-york-region/1-bdrm-for-sale-in-markham/1592266498
9389,889000.0,price 889 000 2806 don miss out high demand area step train ttc shopping school separate entrance bedroom basement apartment all electrical detail ,city toronto,       house for sale city toronto bedrooms basement apartment house for sale 1592145779 bedrooms basement apartment house for sale  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/city-of-toronto/2-2-bedrooms-basement-apartment-house-for-sale/1592145779
9390,490000.0,awesome busy the northeast corner clair dufferin first time for sale over year feature mainfloor commercial space with 2pc washroom and upstairs apartment with detail ,city toronto,       house for sale city toronto dufferin clair 1592135366 dufferin clair  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/city-of-toronto/dufferin-st-clair/1592135366
9391,49000.0,great for this family home one the most desirable neighbourhood brampton walk fred kee park school shopping amenity minute all highway you are the heart the detail ,mississauga peel region,       house for sale mississauga peel region detached house for sale with bedroom basement apartment with 1592135009 detached house for sale with bedroom basement apartment with  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/detached-house-for-sale-with-1-bedroom-basement-apartment-with-s/1592135009
9393,99000.0,gorgeous bedroom detached home backing ravine with open concept finished basement interlock driveway concrete backyard located family oriented brookside detail ,city toronto,       house for sale city toronto spectacular bdrm with bsmt apartment 1591971973 spectacular bdrm with bsmt apartment  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/city-of-toronto/spectacular-4-2-bdrm-with-bsmt-apartment/1591971973
9394,950000.0,own this home for low 2802 month principal interest with down payment 3871 month with only down payment approved credit calling all investor multi generational detail ,oshawa durham region,       house for sale oshawa durham region bath detached with basement apartment sep entrance 1591938761 ➡️ bath detached with basement apartment sep entrance  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/oshawa-durham-region/3-1-br-4-bath-detached-with-basement-apartment-sep-entrance/1591938761
9395,499000.0,gorgeous bdrms churchill meadow home separate entrance basement apartment for sale 1926 ✅freshly painted and upgraded ✅hardwood and laminate flrs thru out ✅newly reno kitchen quartz detail ,mississauga peel region,       house for sale mississauga peel region gorgeous churchill meadows home separate entrance bsmt apt 1591783518 gorgeous churchill meadows home separate entrance bsmt apt  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/gorgeous-churchill-meadows-home-w-separate-entrance-bsmt-apt/1591783518
9396,535000.0,new listing the elite team amazing opportunity own this cozy one bedroom apartment prime north york 1924 ✅great live buy investment ✅spacious and sun filled detail ,city toronto,       condo for sale city toronto amazing one bedroom updated apartment for sale north york 1591758968 amazing one bedroom updated apartment for sale north york  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/amazing-one-bedroom-updated-apartment-for-sale-in-north-york/1591758968
9397,775000.0,amazing large condo very cozy building come with pot light hardwood floor cozy and comfortable room size access balcony from many room granite counter top kitchen washroom detail ,markham york region   ,       house for sale markham york region apartment for sale richmondhill 1591747045 apartment for sale richmondhill  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/markham-york-region/apartment-for-sale-in-richmondhill/1591747045
9398,499000.0,spacious condo suite fabulous ravine view balcony off master freshly painted very near school park highway restaurant grocery york university detail ,mississauga peel region,       condo for sale mississauga peel region condo apartment for sale etobicoke 1591721232 condo apartment for sale etobicoke  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/condo-apartment-for-sale-in-etobicoke/1591721232
9399,629000.0,elegant absolutely stunning luxury community spacious bedroom upgraded full washroom modern kitchen backsplash walkout balcony amazing view enjoy the breathtaking sunset step detail ,mississauga peel region,       condo for sale mississauga peel region condo apartment for sale etobicoke 1591721182 condo apartment for sale etobicoke  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/condo-apartment-for-sale-in-etobicoke/1591721182
9400,559000.0,sun filled large bed with two underground parking with locker inside and outside fully renovated close 403 401 square one mall prime step public transportation all other detail ,mississauga peel region,       condo for sale mississauga peel region condo apartment for sale mississauga 1591721065 condo apartment for sale mississauga  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/condo-apartment-for-sale-in-mississauga/1591721065
9401,549900.0,great absolutely stunning perfect home bed full washroom covered parking locker bright and spacious with ensuite laundry appliance kitchen with nice counter top detail ,mississauga peel region,       condo for sale mississauga peel region condo apartment for sale etobicoke 1591720867 condo apartment for sale etobicoke  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/condo-apartment-for-sale-in-etobicoke/1591720867
9402,499900.0,beautiful and bright open concept bedroom the heart mississauga kitchen granite counter top wood floor throughout appliance much more private balcony detail ,mississauga peel region,       condo for sale mississauga peel region condo apartment for sale mississauga 1591720729 condo apartment for sale mississauga  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/condo-apartment-for-sale-in-mississauga/1591720729
9403,471000.0,very well maintained bright and spacious unit this must see located high demand area perfect for first time buyer investor those looking downsize carpet free sun filled unit detail ,mississauga peel region,       condo for sale mississauga peel region condo apartment for sale brampton 1591720669 condo apartment for sale brampton  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/condo-apartment-for-sale-in-brampton/1591720669
9404,300000.0,top floor apartment fully furnished renting @ 1800 usd per month ground floor apartment not furnished renting @ 500 usd per month 1000 foot from the pacific ocean beach playa del coco detail ,      gatineau    date posted 2021   ,       house for sale gatineau house sale near beach costa rica 1582086930 house sale near beach costa rica  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/gatineau/house-4-sale-near-beach-costa-rica/1582086930
9405,499900.0,own this home for low 1475 month principal interest with down payment 2089 month with only down payment approved credit welcome home this spacious condo this detail ,oshawa durham region,       condo for sale oshawa durham region spacious gorgeous condo discovery place pickering 1591713517 spacious gorgeous condo @ discovery place pickering  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/oshawa-durham-region/spacious-gorgeous-1-1-condo-discovery-place-in-pickering/1591713517
9406,748000.0,plex belleville ontario legal non conforming heritage designation new window and roof only year old owned appliance expense 065 income 432 net 367 sell price 748 000 cost per detail ,      belleville    date posted 2021   ,       house for sale belleville plex apartment building income property sale owner 1591672775 plex apartment building income property sale owner  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/belleville/4-plex-apartment-building-income-property-sale-by-owner/1591672775
9408,500000.0,rare investment opportunity unit apartment detached building 105x110 lot quiet cul sac high demand downtown walk ttc bus subway station walk supermarket detail ,city toronto,       house for sale city toronto unit apartment detached building for sale 1591642562 unit apartment detached building for sale  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/city-of-toronto/12-unit-apartment-detached-building-for-sale/1591642562
9410,385000.0,bright lofty bedroom plus den with very large living room unit ha underground parking spot and locker well oversized master bedroom full bath walk closet and detail ,city toronto,       condo for sale city toronto condo apartment for sale scarborough 1591583543 condo apartment for sale scarborough  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/condo-apartment-for-sale-in-scarborough/1591583543
9411,699900.0,own this home for low 2064 month principal interest with down payment 2881 month with only down payment approved credit fully renovated top bottom 2017 all brick detail ,oshawa durham region,       house for sale oshawa durham region stunning bedroom bungalow with basement apartment 1591515212 ⭐stunning bedroom bungalow with basement apartment  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/oshawa-durham-region/stunning-3-1-bedroom-bungalow-with-basement-apartment/1591515212
9413,360000.0,excellent rarely offered spacious living combined dining and large bdrm huge size balcony gorgeous open concept kitchen with beautiful granite countertop well maintained building detail ,mississauga peel region,       condo for sale mississauga peel region lake shore large bedroom apartment for sale 1591452443 lake shore large bedroom apartment for sale  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/lake-shore-large-2-bedroom-apartment-for-sale/1591452443
9414,899900.0,own this home for low 2654 month principal interest with down payment 3673 month with only down payment approved credit one kind newly renovated bedroom detail ,oshawa durham region,       house for sale oshawa durham region gorgeous bedroom detached home with basement apartment 1591438573 ⭐gorgeous bedroom detached home with basement apartment  ,houses,0,https:/www.kijiji.ca/v-house-for-sale/oshawa-durham-region/gorgeous-3-1-bedroom-detached-home-with-basement-apartment/1591438573
9415,679700.0,spectacular one kind unit the prestigious chateau ridge condominium 998 per mpac 9ft cellings throughout modern appliance custom closet master build water detail ,city toronto,       condo for sale city toronto condo apartment for sale vaughan 1591404757 condo apartment for sale vaughan  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/condo-apartment-for-sale-in-vaughan/1591404757
9416,599000.0,luxurious and elegant bedroom condo with breathtaking upgrade this masterpiece feature gleaming floor throughout masterful carpentry european closet organizer and outstanding finish detail ,mississauga peel region,       condo for sale mississauga peel region condo apartment for sale toronto 1591400593 condo apartment for sale toronto  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/condo-apartment-for-sale-in-toronto/1591400593
9417,860000.0,welcome unit 3909 with breathtaking view the city and lake bright and spacious bedroom featuring ceiling with gorgeous floor ceiling window kitchen ha built appliance with detail ,city toronto,       condo for sale city toronto condo apartment for sale toronto 1591392152 condo apartment for sale toronto  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/condo-apartment-for-sale-in-toronto/1591392152
9419,549900.0,price 549 900 1736 not miss the opportunity own one the largest bdrm apartment this beautiful connoisseur condominium complex over 900 freshly painted throughout detail ,oshawa durham region,       condo for sale oshawa durham region condo for sale whitby 1591177297 condo for sale whitby  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/oshawa-durham-region/condo-for-sale-in-whitby/1591177297
9420,399000.0,sold also have many other similar property first time buyer want know how you can buy similar property with only down contact today for more information please call text detail ,mississauga peel region,       condo for sale mississauga peel region brampton condo apartment for sale kensington road 1590753940 brampton condo apartment for sale kensington road  ,houses,0,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/brampton-condo-apartment-for-sale-25-kensington-road/1590753940
9830,450000.0,ml c5428183 storey character semi palmerston little italy ton upgrade throughout modern clean design flooded with light functional floor plan built bookcase bay window and detail ,city toronto,       house for sale city toronto 529 manning ave toronto ontario 1593835721 529 manning ave toronto ontario  ,houses,0,https:/www.kijiji.cahttps:/www.kijiji.ca/v-house-for-sale/city-of-toronto/529-manning-ave-toronto-ontario/1593835721
